text_original,text_processed,true_label,predicted,true_sentiment,predicted_sentiment
I have to figure out how this works!! I don`t get it Hope you`re doing well!!!,I have to figure out how this works!! I don`t get it Hope you`re doing well!!!,1,2,neutral,positive
thank for ur gnite and... *thank* for ur photo of sims 3... heart broken here,thank for ur gnite and... *thank* for ur photo of sims 3... heart broken here,0,1,negative,neutral
"come on, leave Gretel alone now I liked her doing the HASHTAG_Logies","come on, leave Gretel alone now I liked her doing the HASHTAG_Logies",2,1,positive,neutral
"bout to watch notorious cause that`s how i`m feelin now. wish i could eat something, but i can`t. surgery tomorrow. no NOT_food NOT_til NOT_saturday","bout to watch notorious cause that`s how i`m feelin now. wish i could eat something, but i can`t. surgery tomorrow. no NOT_food NOT_til NOT_saturday",0,1,negative,neutral
2pm today is Quiz Time at the Goat! Game show to play and prize to be won! Plus `Toss Off Tommy` for free drinks! Today from 2! x,2pm today is Quiz Time at the Goat! Game show to play and prize to be won! Plus `Toss Off Tommy` for free drinks! Today from 2! x,2,1,positive,neutral
Just got off the phone with lainey the love of my life . . . Now im taken a **,Just got off the phone with lainey the love of my life . . . Now im taken a **,0,2,negative,positive
Is youtube not NOT_working NOT_properly NOT_for NOT_anyone NOT_else? NOT_I NOT_can`t NOT_watch NOT_videos NOT_because NOT_they NOT_keep NOT_failing NOT_to NOT_load,Is youtube not NOT_working NOT_properly NOT_for NOT_anyone NOT_else? NOT_I NOT_can`t NOT_watch NOT_videos NOT_because NOT_they NOT_keep NOT_failing NOT_to NOT_load,1,0,neutral,negative
"Yes, I liked it very very much It wasn`t even cheesy!","Yes, I liked it very very much It wasn`t even cheesy!",2,1,positive,neutral
oh plzz u never NOT_had NOT_time NOT_for NOT_me!!!,oh plzz u never NOT_had NOT_time NOT_for NOT_me!!!,0,1,negative,neutral
"so give me a quick update grace, you`ve quit the foodland job and you start at JB`s tomorrow full time? heap exciting","so give me a quick update grace, you`ve quit the foodland job and you start at JB`s tomorrow full time? heap exciting",1,2,neutral,positive
I keep trying to talk myself out of Australia by thinking of the jet lag So far it isn`t working... I still want to go!,I keep trying to talk myself out of Australia by thinking of the jet lag So far it isn`t working... I still want to go!,1,0,neutral,negative
_ I wish you were here NOWWW!!! grr,_ I wish you were here NOWWW!!! grr,0,1,negative,neutral
Hahhahah I`m watching the greatest movie ever,Hahhahah I`m watching the greatest movie ever,2,1,positive,neutral
"Back then I didn`t know why you were misunderstood. So now I see thru ur eyes, all that u did wa love. Mama, I love you","Back then I didn`t know why you were misunderstood. So now I see thru ur eyes, all that u did wa love. Mama, I love you",1,2,neutral,positive
Illy`s note in the book: 'From one `geek` to another - keep up the good work!' sigh. He is missed - and he wa great for espresso.,Illy`s note in the book: 'From one `geek` to another - keep up the good work!' sigh. He is missed - and he wa great for espresso.,2,1,positive,neutral
Ed is awake! But Andy doesn`t feel so hot so she`s still sleeping.,Ed is awake! But Andy doesn`t feel so hot so she`s still sleeping.,1,0,neutral,negative
"Work is MAD blocking sites! No NOT_fun but they aren`t blocking facebook, twitter & youtube","Work is MAD blocking sites! No NOT_fun but they aren`t blocking facebook, twitter & youtube",1,0,neutral,negative
A friend is someone who will help you move. A real friend is someone who will help you move a body,A friend is someone who will help you move. A real friend is someone who will help you move a body,2,1,positive,neutral
Won a gps at post prom,Won a gps at post prom,2,1,positive,neutral
Followed by the great Super Mazembe. One of the favorite around here ? URL,Followed by the great Super Mazembe. One of the favorite around here ? URL,1,2,neutral,positive
Off to class .. Longg day,Off to class .. Longg day,0,1,negative,neutral
oh that`s Star Trek going on the 7th already. Woo!,oh that`s Star Trek going on the 7th already. Woo!,2,1,positive,neutral
my computer at work is not NOT_working...booo... NOT_need NOT_a NOT_new NOT_one! NOT_TGIF!,my computer at work is not NOT_working...booo... NOT_need NOT_a NOT_new NOT_one! NOT_TGIF!,1,0,neutral,negative
I`ll send you the youtube link love,I`ll send you the youtube link love,1,2,neutral,positive
"Had a neat mother day - nothing NOT_flash, NOT_just NOT_some NOT_chillin NOT_time NOT_with NOT_my NOT_girls","Had a neat mother day - nothing NOT_flash, NOT_just NOT_some NOT_chillin NOT_time NOT_with NOT_my NOT_girls",2,1,positive,neutral
Man i cant NOT_belive NOT_that NOT_you NOT_did NOT_what NOT_you NOT_did? NOT_Everything NOT_does not NOT_look NOT_as NOT_good NOT_as NOT_it NOT_is..,Man i cant NOT_belive NOT_that NOT_you NOT_did NOT_what NOT_you NOT_did? NOT_Everything NOT_does not NOT_look NOT_as NOT_good NOT_as NOT_it NOT_is..,0,1,negative,neutral
oh! so this could well be your last post!,oh! so this could well be your last post!,1,0,neutral,negative
we are tooo fly boo,we are tooo fly boo,1,0,neutral,negative
drinking lemsip cause apaently i need ittt! IM NOT NOT_SICK,drinking lemsip cause apaently i need ittt! IM NOT NOT_SICK,1,0,neutral,negative
"I`m struggling today...Nola woke up at 3:30, so I`m running on no NOT_sleep.","I`m struggling today...Nola woke up at 3:30, so I`m running on no NOT_sleep.",0,1,negative,neutral
I`m not NOT_gonna NOT_be NOT_here NOT_when NOT_the NOT_new NOT_Transformers NOT_comes NOT_out.. NOT_i`ll NOT_be NOT_in NOT_Colombia,I`m not NOT_gonna NOT_be NOT_here NOT_when NOT_the NOT_new NOT_Transformers NOT_comes NOT_out.. NOT_i`ll NOT_be NOT_in NOT_Colombia,1,0,neutral,negative
no NOT_school NOT_today! NOT_that`s NOT_greeat!,no NOT_school NOT_today! NOT_that`s NOT_greeat!,2,1,positive,neutral
_iain well my team couldn`t,_iain well my team couldn`t,1,2,neutral,positive
I ake it you`re at work then and not NOT_lazing NOT_at NOT_home NOT_on NOT_a NOT_sunny NOT_bank NOT_holiday.,I ake it you`re at work then and not NOT_lazing NOT_at NOT_home NOT_on NOT_a NOT_sunny NOT_bank NOT_holiday.,2,0,positive,negative
lady think shes watching scrubs... delusional. shes bailing on our plan,lady think shes watching scrubs... delusional. shes bailing on our plan,0,1,negative,neutral
"i`m not NOT_sure NOT_what NOT_stracchino NOT_is, but it sound good.","i`m not NOT_sure NOT_what NOT_stracchino NOT_is, but it sound good.",2,1,positive,neutral
good morning twitterworld! slept too less..,good morning twitterworld! slept too less..,0,2,negative,positive
** Latvian beaurocracy. As a non-resident I can`t publish my braille highway code. Another blind alley Woe is me. Anyone speak farsi?,** Latvian beaurocracy. As a non-resident I can`t publish my braille highway code. Another blind alley Woe is me. Anyone speak farsi?,1,0,neutral,negative
When you see someone without a smile pas them yours,When you see someone without a smile pas them yours,1,2,neutral,positive
"Yup, I`m pretty sure summer could not NOT_have NOT_started NOT_off NOT_any NOT_better NOT_than NOT_the NOT_one NOT_this NOT_year","Yup, I`m pretty sure summer could not NOT_have NOT_started NOT_off NOT_any NOT_better NOT_than NOT_the NOT_one NOT_this NOT_year",2,1,positive,neutral
sound like my kinda day,sound like my kinda day,2,0,positive,negative
"first year in age where i`m not NOT_going NOT_to NOT_the NOT_crafty NOT_raft NOT_:O NOT_i NOT_don`t NOT_mind NOT_though, NOT_i NOT_don`t NOT_even NOT_like NOT_the NOT_crafty NOT_raft","first year in age where i`m not NOT_going NOT_to NOT_the NOT_crafty NOT_raft NOT_:O NOT_i NOT_don`t NOT_mind NOT_though, NOT_i NOT_don`t NOT_even NOT_like NOT_the NOT_crafty NOT_raft",0,1,negative,neutral
_Guy IÃ¯Â¿Â½m afraid yes - both are true I hope u r not NOT_disappointed NOT_yet,_Guy IÃ¯Â¿Â½m afraid yes - both are true I hope u r not NOT_disappointed NOT_yet,0,1,negative,neutral
Anyone want my chocolate nutella mochi? Its just gonna go to waste,Anyone want my chocolate nutella mochi? Its just gonna go to waste,1,0,neutral,negative
Oh no!,Oh no!,0,1,negative,neutral
is 99% sober at Brittney`s with Becky and Brit love,is 99% sober at Brittney`s with Becky and Brit love,0,2,negative,positive
"_ I hope filming is going well I`m new to the whole 'Twilight phenomenon', they couldn`t have picked a better 'vampire'!","_ I hope filming is going well I`m new to the whole 'Twilight phenomenon', they couldn`t have picked a better 'vampire'!",1,2,neutral,positive
im determined to slarm around my house and eat egg sandwiches. and smoke a few bowls. sound like a splendid evening to me,im determined to slarm around my house and eat egg sandwiches. and smoke a few bowls. sound like a splendid evening to me,2,1,positive,neutral
"G*morning! Rain, rain and more rain.. ! But I don`t care so much","G*morning! Rain, rain and more rain.. ! But I don`t care so much",0,1,negative,neutral
I missed the announcement Something about being flow out for a concert? Can anyone fill me in?,I missed the announcement Something about being flow out for a concert? Can anyone fill me in?,1,0,neutral,negative
"3 hour sleep last night, all of my being want to crawl into a ball somewhere and sleep for about 5 more hours. At work till six too","3 hour sleep last night, all of my being want to crawl into a ball somewhere and sleep for about 5 more hours. At work till six too",0,1,negative,neutral
@ Barbs trying to figure out y the dsl aint connecting. I need my google. Going home to my computer if it don`t start working soon. SMH,@ Barbs trying to figure out y the dsl aint connecting. I need my google. Going home to my computer if it don`t start working soon. SMH,1,0,neutral,negative
"oh!, I wanna buy Just That Girl - Drew Seeley, but I`m not NOT_allowed NOT_I`m NOT_talking NOT_itunes NOT_store)","oh!, I wanna buy Just That Girl - Drew Seeley, but I`m not NOT_allowed NOT_I`m NOT_talking NOT_itunes NOT_store)",1,0,neutral,negative
Beautiful sunshine when I woke up but litterally 2 minute later it start to rain! I must be cursed.,Beautiful sunshine when I woke up but litterally 2 minute later it start to rain! I must be cursed.,0,2,negative,positive
ok Cristal we gonna tweet talk again when it not NOT_so NOT_late...just NOT_follow NOT_sweetie..tweethug NOT_4 NOT_ya,ok Cristal we gonna tweet talk again when it not NOT_so NOT_late...just NOT_follow NOT_sweetie..tweethug NOT_4 NOT_ya,2,1,positive,neutral
_i_am_jes YAY! congrats! i`m afraid to check my grades!,_i_am_jes YAY! congrats! i`m afraid to check my grades!,1,2,neutral,positive
"feeling better, still coughing. : / not NOT_moving NOT_on NOT_yet. NOT_its NOT_impossible.","feeling better, still coughing. : / not NOT_moving NOT_on NOT_yet. NOT_its NOT_impossible.",1,0,neutral,negative
"two hour till our offer on the house expires no NOT_word NOT_yet! NOT_Come NOT_on NOT_people, NOT_sell NOT_us NOT_your NOT_house!! NOT_HASHTAG_Parker NOT_HASHTAG_Colorado","two hour till our offer on the house expires no NOT_word NOT_yet! NOT_Come NOT_on NOT_people, NOT_sell NOT_us NOT_your NOT_house!! NOT_HASHTAG_Parker NOT_HASHTAG_Colorado",1,0,neutral,negative
the washer se chingo ha ha!! I`m busting my grandma lucia waay back in the early 90`s lol,the washer se chingo ha ha!! I`m busting my grandma lucia waay back in the early 90`s lol,1,0,neutral,negative
"Getting used to getting up in the cold, but my asthma is paying for it.","Getting used to getting up in the cold, but my asthma is paying for it.",0,1,negative,neutral
"Oh let me clarify,know lot of nice people who live there, but thought it always wa a breeding ground 4 BNP","Oh let me clarify,know lot of nice people who live there, but thought it always wa a breeding ground 4 BNP",1,2,neutral,positive
